"restName"	"Address"	"Phone"	"webSite"	"openingDays"	"Takes_Reservations"	"Delivery"	"Take_out"	"Accepts_Credit_Cards"	"Accepts_Apple_Pay"	"Accepts_Android_Pay"	"Accepts_Bitcoin"	"Good_For"	"Parking"	"Bike_Parking"	"Good_for_Kids"	"Good_for_Groups"	"Attire"	"Ambience"	"Noise_Level"	"Alcohol"	"Outdoor_Seating"	"Wi_Fi"	"Has_TV"	"Good_for_Kids.1"	"Caters"	"Gender_Neutral_Restrooms"	"ContactPage"	"CustomerEmail"
"Red Cafe"	"2894 Mission StSan Francisco, CA 94110"	"(415) 282-1515"	NA	" Mon , 7:00 am - 4:00 pm Tue , 7:00 am - 4:00 pm Wed , 7:00 am - 4:00 pm Thu , 7:00 am - 4:00 pm Fri , 7:00 am - 4:00 pm Sat , 7:00 am - 4:00 pm Sun , 8:00 am - 4:00 pm"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	NA	"Breakfast, Brunch"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"No"	"No"	"No"	"No"	"Yes"	"No"	"Yes"	NA	NA
"Red Chilli"	"522 Jones StSan Francisco, CA 94102"	"(415) 931-3529"	"http://redchillisf.com"	" Mon , 11:30 am - 11:00 pm Tue , 11:30 am - 11:00 pm Wed , 11:30 am - 11:00 pm Thu , 11:30 am - 2:00 am Fri , 11:30 am - 2:00 am Sat , 11:30 am - 2:00 am Sun , 11:30 am - 11:00 pm"	"No"	"Yes"	"Yes"	"Yes"	"No"	"No"	NA	"Lunch, Dinner"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"Yes"	"Yes"	"Yes"	"https://play.google.com/store/apps/details?id=com.ordersnapp.redchilli"	NA
"Red Door Cafe"	"1608 Bush StSan Francisco, CA 94108"	"(415) 441-1564"	NA	" Mon , Closed Tue , Closed Wed , Closed Thu , Closed Fri , 11:00 am - 1:30 pm Sat , 10:00 am - 1:30 pm Sun , 10:00 am - 1:30 pm"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	NA	"Breakfast, Brunch"	"Street"	"No"	"No"	"No"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"No"	"No"	"Yes"	NA	NA
"Redford"	"673 Geary StSan Francisco, CA 94102"	"(415) 563-8192"	"http://redfordsf.com"	" Mon , 5:00 pm - 2:00 am Tue , 5:00 pm - 2:00 am Wed , 5:00 pm - 2:00 am Thu , 5:00 pm - 2:00 am Fri , 5:00 pm - 2:00 am Sat , 5:00 pm - 2:00 am Sun , 5:00 pm - 2:00 am"	"No"	"No"	"Yes"	"Yes"	"Yes"	NA	NA	"Late Night"	"Garage, Street"	"Yes"	"No"	"Yes"	"Casual"	"Casual"	"Average"	"Full Bar"	"No"	"Free"	"Yes"	"No"	"No"	NA	"http://redfordsf.com/contact/"	"mailto:info@redfordsf.com"
"Red Hill Station"	"803 Cortland AveSan Francisco, CA 94110"	"(415) 757-0480"	"http://redhillstation.com"	" Mon , 11:00 am - 10:00 pm Tue , 11:00 am - 10:00 pm Wed , 11:00 am - 10:00 pm Thu , 11:00 am - 10:00 pm Fri , 11:00 am - 10:00 pm Sat , 11:00 am - 10:00 pm Sun , 11:00 am - 10:00 pm"	"Yes"	"No"	"Yes"	"Yes"	"No"	NA	NA	"Dinner"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"Yes"	"No"	"Yes"	"http://redhillstation.com#header"	NA
"Red Sea Market"	"1801 San Jose AveSan Francisco, CA 94112"	"(415) 334-3300"	NA	" Mon , 7:00 am - 12:00 am Tue , 7:00 am - 12:00 am Wed , 7:00 am - 12:00 am Thu , 7:00 am - 12:00 am Fri , 7:00 am - 12:00 am Sat , 7:00 am - 12:00 am Sun , 7:00 am - 12:00 am"	"No"	"Yes"	"Yes"	"Yes"	NA	NA	NA	NA	"Street"	"No"	"Yes"	"No"	"Casual"	"Casual"	"Average"	"Full Bar"	"No"	"No"	"Yes"	"Yes"	"Yes"	NA	NA	NA
"Regent Thai Restaurant"	"1700 Church StSan Francisco, CA 94131"	"(415) 643-5893"	"http://regentthaisf.com"	" Mon , 11:30 am - 3:00 pm5:00 pm - 10:00 pm Tue , 11:30 am - 3:00 pm5:00 pm - 10:00 pm Wed , 11:30 am - 3:00 pm5:00 pm - 10:00 pm Thu , 11:30 am - 3:00 pm5:00 pm - 10:00 pm Fri , 11:30 am - 3:00 pm5:00 pm - 10:00 pm Sat , 11:30 am - 3:00 pm5:00 pm - 10:00 pm Sun , 11:30 am - 3:00 pm5:00 pm - 10:00 pm"	"Yes"	"No"	"Yes"	"Yes"	"No"	NA	NA	"Dinner"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"Yes"	"No"	NA	"http://regentthaisf.comcontact.html"	NA
"Restaurant Jeanne D’ Arc"	"715 Bush StSan Francisco, CA 94108"	"(415) 421-3154"	"http://cornellhotel.com/restaurant-j…"	" Mon , Closed Tue , 5:30 pm - 9:30 pm Wed , 5:30 pm - 9:30 pm Thu , 5:30 pm - 9:30 pm Fri , 5:30 pm - 9:30 pm Sat , 5:30 pm - 9:30 pm Sun , Closed"	"Yes"	"No"	"No"	"Yes"	"No"	NA	NA	"Dinner"	"Garage, Street"	"No"	"No"	"Yes"	"Casual"	"Romantic"	"Quiet"	"Beer & Wine Only"	"No"	"Free"	"No"	"No"	"No"	NA	"http://www.guestcentric.com/hotel-website-free-trial"	NA
"Revelry Bistro"	"297 Page StSan Francisco, CA 94102"	"(415) 241-6833"	"http://revelrybistro.com"	" Mon , Closed Tue , Closed Wed , 5:00 pm - 10:30 pm Thu , 5:00 pm - 10:30 pm Fri , 5:00 pm - 10:30 pm Sat , 11:00 am - 10:30 pm Sun , 11:00 am - 10:30 pm"	"Yes"	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"Dinner"	"Street"	"Yes"	"No"	"Yes"	"Casual"	NA	"Average"	"Beer & Wine Only"	"Yes"	"No"	"No"	"No"	"No"	"Yes"	"http://revelrybistro.com/#contact-us"	"mailto:Revelrybistrosf@gmail.com"
"Rhea’s Cafe"	"2200 Bryant StSan Francisco, CA 94110"	"(415) 875-9481"	NA	" Mon , 10:00 am - 3:00 pm Tue , 10:00 am - 3:00 pm Wed , 10:00 am - 3:00 pm Thu , 10:00 am - 3:00 pm Fri , 10:00 am - 3:00 pm Sat , Closed Sun , Closed"	"No"	"No"	"Yes"	"Yes"	"Yes"	NA	NA	NA	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"Yes"	"No"	NA	NA	NA
"Rhea’s Deli & Market"	"800 Valencia StSan Francisco, CA 94110"	"(415) 282-5255"	NA	" Mon , 11:30 am - 5:00 pm Tue , 11:30 am - 5:00 pm Wed , 11:30 am - 5:00 pm Thu , 11:30 am - 5:00 pm Fri , 11:30 am - 6:00 pm Sat , 11:30 am - 6:00 pm Sun , 11:30 am - 6:00 pm"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"No"	NA	"Lunch"	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Average"	"Full Bar"	"No"	"No"	"No"	"Yes"	"No"	NA	NA	NA
"Rich Table"	"199 Gough StSan Francisco, CA 94102"	"(415) 355-9085"	"http://richtablesf.com"	" Mon , 5:00 pm - 10:30 pm Tue , 5:00 pm - 10:30 pm Wed , 5:00 pm - 10:30 pm Thu , 5:00 pm - 10:30 pm Fri , 5:00 pm - 10:30 pm Sat , 5:00 pm - 10:30 pm Sun , 5:00 pm - 10:30 pm"	"Yes"	"No"	"No"	"Yes"	"No"	NA	NA	NA	"Street"	"Yes"	"No"	"No"	"Casual"	"Trendy"	"Average"	"Full Bar"	"No"	"Free"	"No"	"No"	"No"	"Yes"	"http://richtablesf.comcontact.html"	"mailto:info@richtablesf.com"
"R Image Market"	"2898 Folsom StSan Francisco, CA 94110"	"(415) 648-5400"	NA	" Mon , 9:00 am - 9:00 pm Tue , 9:00 am - 9:00 pm Wed , 9:00 am - 9:00 pm Thu , 9:00 am - 9:00 pm Fri , 9:00 am - 9:00 pm Sat , 9:00 am - 9:00 pm Sun , 9:00 am - 7:00 pm"	NA	"No"	"Yes"	"Yes"	"No"	NA	NA	NA	"Street"	"Yes"	"Yes"	NA	NA	NA	"Average"	"Beer & Wine Only"	"Yes"	NA	"No"	"Yes"	NA	NA	NA	NA
"Rincón Peruano Restaurant"	"3364 26th StSan Francisco, CA 94110"	"(415) 894-7712"	NA	" Mon , Closed Tue , 11:00 am - 5:00 pm Wed , 11:00 am - 5:00 pm Thu , 11:00 am - 5:00 pm Fri , 11:00 am - 5:00 pm Sat , 9:00 am - 4:00 pm Sun , 9:00 am - 4:00 pm"	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"	NA	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Average"	"No"	"No"	"No"	"Yes"	"Yes"	"No"	NA	NA	NA
"Ristorante Milano"	"1448 Pacific AveSan Francisco, CA 94109"	"(415) 673-2961"	"http://milanosf.com"	" Mon , 5:30 pm - 10:00 pm Tue , 5:30 pm - 10:00 pm Wed , 5:30 pm - 10:00 pm Thu , 5:30 pm - 10:00 pm Fri , 5:30 pm - 10:30 pm Sat , 5:30 pm - 10:30 pm Sun , 5:00 pm - 10:00 pm"	"Yes"	"No"	"Yes"	"Yes"	NA	"No"	NA	"Dinner"	"Street"	"Yes"	"No"	"No"	"Casual"	"Romantic"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"No"	"No"	NA	"http://milanosf.comcontact.html"	NA
"RM 212"	"690 Sacramento StSan Francisco, CA 94111"	"(415) 500-2780"	NA	" Mon , 11:00 am - 2:00 pm4:00 pm - 10:00 pm Tue , 11:00 am - 2:00 pm4:00 pm - 10:00 pm Wed , 11:00 am - 2:00 pm4:00 pm - 10:00 pm Thu , 11:00 am - 2:00 pm4:00 pm - 10:00 pm Fri , 11:00 am - 2:00 pm4:00 pm - 10:00 pm Sat , 5:00 pm - 10:00 pm Sun , Closed"	"Yes"	"No"	"Yes"	"Yes"	"No"	NA	NA	"Lunch, Dinner"	"Street"	"Yes"	"No"	"Yes"	"Casual"	"Casual, Trendy"	"Average"	"Beer & Wine Only"	"No"	"No"	"Yes"	"No"	"Yes"	"Yes"	NA	NA
"Roam Artisan Burgers"	"1785 Union StSan Francisco, CA 94123"	"(415) 440-7626"	"http://roamburgers.com"	" Mon , 11:30 am - 10:00 pm Tue , 11:30 am - 10:00 pm Wed , 11:30 am - 10:00 pm Thu , 11:30 am - 10:00 pm Fri , 11:30 am - 10:00 pm Sat , 11:30 am - 10:00 pm Sun , 11:30 am - 10:00 pm"	"No"	"No"	"Yes"	"Yes"	"No"	NA	NA	"Lunch, Dinner"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"Yes"	"No"	"Yes"	"Yes"	"No"	"Yes"	"http://roamburgers.com/contact/"	NA
"Roam Artisan Burgers"	"1923 Fillmore StSan Francisco, CA 94115"	"(415) 800-7801"	"http://roamburgers.com"	" Mon , 11:30 am - 10:00 pm Tue , 11:30 am - 10:00 pm Wed , 11:30 am - 10:00 pm Thu , 11:30 am - 10:00 pm Fri , 11:30 am - 10:00 pm Sat , 11:30 am - 10:00 pm Sun , 11:30 am - 10:00 pm"	"No"	"No"	"Yes"	"Yes"	"No"	NA	NA	"Lunch, Dinner"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"Yes"	"No"	"Yes"	"Yes"	"No"	"Yes"	"http://roamburgers.com/contact/"	NA
"Ro Cafe"	"2739 Geary StSan Francisco, CA 94118"	"(415) 340-9765"	NA	" Mon , 8:00 am - 5:30 pm Tue , 8:00 am - 5:30 pm Wed , 8:00 am - 5:30 pm Thu , 8:00 am - 5:30 pm Fri , 8:00 am - 5:30 pm Sat , 8:00 am - 5:30 pm Sun , 8:00 am - 5:30 pm"	"No"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	NA	"Breakfast, Lunch"	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Hipster"	"Quiet"	"No"	"No"	"Free"	"No"	"Yes"	"No"	"Yes"	NA	NA
"Rocco’s Café"	"1131 Folsom StSan Francisco, CA 94103"	"(415) 554-0522"	"http://roccoscafe.com"	" Mon , 7:00 am - 3:00 pm Tue , 7:00 am - 10:00 pm Wed , 7:00 am - 10:00 pm Thu , 7:00 am - 10:00 pm Fri , 7:00 am - 10:00 pm Sat , 8:00 am - 10:00 pm Sun , 8:00 am - 4:00 pm"	"Yes"	"No"	"Yes"	"Yes"	"No"	"Yes"	NA	"Breakfast"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"Yes"	"Yes"	"Yes"	NA	"http://roccoscafe.comcontact.shtml"	"mailto:info@RoccosCafe.com"
"Roka Akor - San Francisco"	"801 Montgomery StSan Francisco, CA 94133"	"(415) 362-8887"	"http://rokaakor.com"	" Mon , 11:30 am - 2:30 pm5:30 pm - 10:00 pm Tue , 11:30 am - 2:30 pm5:30 pm - 10:00 pm Wed , 11:30 am - 2:30 pm5:30 pm - 10:00 pm Thu , 11:30 am - 2:30 pm5:30 pm - 10:00 pm Fri , 11:30 am - 2:30 pm5:30 pm - 11:00 pm Sat , 5:30 pm - 11:00 pm Sun , 5:30 pm - 10:00 pm"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"Dinner"	"Garage, Street"	"Yes"	"No"	"Yes"	"Dressy"	"Upscale"	"Average"	"Full Bar"	"No"	"Free"	"Yes"	"No"	"Yes"	"Yes"	"http://www.rokaakor.com/contact-reserve"	NA
"Roli Roti Gourmet Rotisserie"	"1 Ferry BldgSan Francisco, CA 94105"	"(510) 780-0300"	"http://roliroti.com"	" Mon , Closed Tue , Closed Wed , Closed Thu , 10:00 am - 2:00 pm Fri , Closed Sat , 8:00 am - 2:00 pm Sun , Closed"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	NA	"Lunch"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"No"	"Yes"	"No"	"No"	"Yes"	"Yes"	NA	"https://www.kadencethemes.com/"	NA
"Rolling Out"	"1722 Taraval StSan Francisco, CA 94116"	"(415) 513-6054"	"http://rollingoutcafe.com"	" Mon , 7:00 am - 6:00 pm Tue , Closed Wed , 7:00 am - 6:00 pm Thu , 7:00 am - 6:00 pm Fri , 7:00 am - 7:00 pm Sat , 7:00 am - 7:00 pm Sun , 8:00 am - 6:00 pm"	"No"	"No"	"Yes"	"Yes"	"No"	NA	NA	NA	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Quiet"	"No"	"No"	"Free"	"No"	"Yes"	"Yes"	"Yes"	"http://www.rollingoutcafe.com/contact-us/"	NA
"Roosevelt Tamale Parlor"	"2817 24th StSan Francisco, CA 94110"	"(415) 824-2600"	"http://rooseveltsipneat.com"	" Mon , Closed Tue , 5:30 pm - 9:30 pm Wed , 5:30 pm - 9:30 pm Thu , 5:30 pm - 9:30 pm Fri , 11:00 am - 3:00 pm5:30 pm - 9:30 pm Sat , 12:00 pm - 3:00 pm5:30 pm - 9:30 pm Sun , 10:30 am - 3:30 pm"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"No"	"No"	"Dinner"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"Free"	"No"	"Yes"	"No"	"Yes"	"http://rooseveltsipneat.com"	NA
"Rooster & Rice"	"2211 Filbert StSan Francisco, CA 94123"	"(415) 776-3647"	"http://roosterandrice.com"	" Mon , 11:00 am - 8:00 pm Tue , 11:00 am - 8:00 pm Wed , 11:00 am - 8:00 pm Thu , 11:00 am - 8:00 pm Fri , 11:00 am - 8:00 pm Sat , 11:00 am - 8:00 pm Sun , Closed"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	NA	"Lunch"	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Average"	"No"	"Yes"	"No"	"Yes"	"Yes"	"No"	NA	"http://roosterandrice.com/contact.html"	NA
"Rosamunde Sausage Grill"	"545 Haight StSan Francisco, CA 94117"	"(415) 437-6851"	"http://rosamundesausagegrill.com"	" Mon , 11:30 am - 10:00 pm Tue , 11:30 am - 10:00 pm Wed , 11:30 am - 10:00 pm Thu , 11:30 am - 11:00 pm Fri , 11:30 am - 11:00 pm Sat , 11:30 am - 11:00 pm Sun , 11:30 am - 10:00 pm"	"No"	"Yes"	"Yes"	"No"	"No"	NA	NA	"Lunch"	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Average"	"No"	"No"	"No"	"No"	"Yes"	"Yes"	NA	"http://rosamundesausagegrill.com/contact.html"	NA
"Rosamunde Sausage Grill"	"2832 Mission StSan Francisco, CA 94110"	"(415) 970-9015"	"http://rosamundesausagegrill.com"	" Mon , 11:30 am - 11:00 pm Tue , 11:30 am - 11:00 pm Wed , 11:30 am - 12:00 am Thu , 11:30 am - 12:00 am Fri , 11:30 am - 12:00 am Sat , 11:00 am - 12:00 am Sun , 11:00 am - 11:00 pm"	"No"	"Yes"	"Yes"	"Yes"	"No"	NA	"No"	"Lunch, Dinner"	"Street"	"Yes"	"No"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"Yes"	"No"	"Yes"	"No"	"Yes"	"Yes"	"http://rosamundesausagegrill.com/contact.html"	NA
"Rossi’s Delicatessen"	"426 Castro StSan Francisco, CA 94114"	"(415) 863-4533"	NA	" Mon , 8:00 am - 10:00 pm Tue , 8:00 am - 10:00 pm Wed , 8:00 am - 10:00 pm Thu , 8:00 am - 10:00 pm Fri , 8:00 am - 10:00 pm Sat , 8:00 am - 10:00 pm Sun , 9:00 am - 8:00 pm"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	NA	"Lunch"	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Quiet"	"Full Bar"	"No"	"No"	"No"	"Yes"	"Yes"	NA	NA	NA
"Rove Kitchen"	"678 Post StSan Francisco, CA 94109"	"(415) 567-7466"	"http://rovesf.com"	" Mon , Closed Tue , Closed Wed , 11:30 am - 2:00 pm5:30 pm - 10:00 pm Thu , 11:30 am - 2:00 pm5:30 pm - 10:00 pm Fri , 11:30 am - 2:00 pm5:30 pm - 10:00 pm Sat , 11:30 am - 2:30 pm5:30 pm - 10:00 pm Sun , 10:30 am - 2:00 pm"	"No"	"No"	"Yes"	"Yes"	"No"	NA	NA	"Lunch"	"Street"	"No"	"No"	"No"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"Yes"	"No"	"No"	"Yes"	"http://www.squarespace.com"	NA
"Roxie Food Center"	"1901 San Jose AveSan Francisco, CA 94112"	"(415) 587-2345"	NA	" Mon , 7:00 am - 9:00 pm Tue , 7:00 am - 9:00 pm Wed , 7:00 am - 9:00 pm Thu , 7:00 am - 9:00 pm Fri , 7:00 am - 9:00 pm Sat , 7:00 am - 9:00 pm Sun , 7:00 am - 8:00 pm"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	NA	"Lunch"	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Average"	"Full Bar"	"No"	"No"	"No"	"Yes"	"Yes"	"Yes"	NA	NA
"Roxie’s Market & Deli"	"500 Kirkham StSan Francisco, CA 94122"	"(415) 731-0982"	"http://roxiemarket.com"	" Mon , 7:00 am - 9:00 pm Tue , 7:00 am - 9:00 pm Wed , 7:00 am - 9:00 pm Thu , 7:00 am - 9:00 pm Fri , 7:00 am - 9:00 pm Sat , 7:00 am - 9:00 pm Sun , 7:00 am - 9:00 pm"	"No"	"No"	"Yes"	"Yes"	NA	NA	NA	NA	"Street, Private Lot"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Average"	"Full Bar"	"No"	"No"	"No"	"Yes"	"No"	NA	"http://roxiemarket.com"	NA
"Royal Indian Cuisine on Fillmore"	"1740 Fillmore StSan Francisco, CA 94115"	NA	NA	" Mon , 11:00 am - 10:00 pm Tue , 11:00 am - 10:00 pm Wed , 11:00 am - 10:00 pm Thu , 11:00 am - 10:00 pm Fri , 11:00 am - 10:00 pm Sat , 11:00 am - 10:00 pm Sun , 11:00 am - 10:00 pm"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"RS94109"	"835 Larkin StSan Francisco, CA 94109"	"(415) 590-2943"	NA	" Mon , 8:00 am - 8:00 pm Tue , 8:00 am - 8:00 pm Wed , 8:00 am - 8:00 pm Thu , 8:00 am - 8:00 pm Fri , 8:00 am - 8:00 pm Sat , 9:00 am - 8:00 pm Sun , 9:00 am - 8:00 pm"	"No"	"No"	"Yes"	"Yes"	NA	NA	"No"	NA	"Street"	"Yes"	"No"	"Yes"	"Casual"	NA	"Loud"	"No"	"No"	"No"	"No"	"No"	"No"	"Yes"	NA	NA
"RT Rotisserie"	"101 Oak StSan Francisco, CA 94102"	"(415) 829-7086"	"http://rtrotisserie.com"	" Mon , 11:00 am - 9:00 pm Tue , 11:00 am - 9:00 pm Wed , 11:00 am - 9:00 pm Thu , 11:00 am - 9:00 pm Fri , 11:00 am - 9:00 pm Sat , 11:00 am - 9:00 pm Sun , 11:00 am - 9:00 pm"	"No"	"Yes"	"Yes"	"Yes"	"No"	"No"	NA	"Lunch, Dinner"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"Yes"	"Yes"	"Yes"	"https://twitter.com/rtrotisserie"	NA
"Rumors"	"398 7th StSan Francisco, CA 94103"	"(415) 553-6169"	"http://rumorssf.com"	" Mon , 3:00 pm - 11:00 pm Tue , 3:00 pm - 12:00 am Wed , 3:00 pm - 12:00 am Thu , 3:00 pm - 2:00 am Fri , 3:00 pm - 2:00 am Sat , 4:00 pm - 2:00 am Sun , 10:00 am - 10:00 pm"	"Yes"	"No"	"Yes"	"Yes"	"No"	NA	NA	"Late Night"	"Street"	"Yes"	"No"	"Yes"	"Casual"	"Casual"	"Average"	"Full Bar"	"No"	"Free"	"Yes"	"No"	"No"	NA	"http://rumorssf.comcontact.html"	NA
"Rusty’s Southern"	"750 Ellis StSan Francisco, CA 94109"	"(415) 638-6974"	"http://rustyssf.com"	" Mon , Closed Tue , 5:00 pm - 10:00 pm Wed , 5:00 pm - 10:00 pm Thu , 10:00 am - 2:30 pm5:00 pm - 10:00 pm Fri , 10:00 am - 2:30 pm5:00 pm - 10:00 pm Sat , 10:00 am - 2:30 pm5:00 pm - 10:00 pm Sun , 10:00 am - 2:30 pm"	"Yes"	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"Brunch, Dinner"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"Yes"	"No"	NA	"mailto:info@rustyssf.com"	NA
"Ruth’s Chris Steak House"	"1601 Van Ness AveSan Francisco, CA 94109"	"(415) 673-0557"	"http://ruthschris.com"	" Mon , 5:00 pm - 10:00 pm Tue , 5:00 pm - 10:00 pm Wed , 5:00 pm - 10:00 pm Thu , 5:00 pm - 10:00 pm Fri , 5:00 pm - 10:30 pm Sat , 5:00 pm - 10:30 pm Sun , 4:30 pm - 9:30 pm"	"Yes"	"No"	"Yes"	"Yes"	"No"	NA	NA	"Dinner"	"Valet"	"No"	"No"	"Yes"	"Dressy"	"Classy"	"Average"	"Full Bar"	"No"	"No"	"No"	"No"	"No"	"Yes"	"https://contact.ruthschris.com"	NA
"Sababa"	"329 Kearny StSan Francisco, CA 94108"	"(415) 800-6853"	"http://sababasf.com"	" Mon , 11:00 am - 3:00 pm5:00 pm - 9:00 pm Tue , 11:00 am - 3:00 pm5:00 pm - 9:00 pm Wed , 11:00 am - 3:00 pm5:00 pm - 9:00 pm Thu , 11:00 am - 3:00 pm5:00 pm - 9:00 pm Fri , 11:00 am - 3:00 pm5:00 pm - 9:00 pm Sat , Closed Sun , Closed"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"Lunch"	NA	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"Yes"	"No"	"No"	"Yes"	"Yes"	NA	"http://sababasf.com"	NA
"Sabor"	"3263 Mission StSan Francisco, CA 94110"	"(415) 641-5866"	"http://saborsm.com"	" Mon , 11:00 am - 5:00 pm Tue , Closed Wed , Closed Thu , 11:00 am - 9:00 pm Fri , 11:00 am - 9:00 pm Sat , 11:00 am - 9:00 pm Sun , 11:00 am - 9:00 pm"	"Yes"	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"Lunch, Dinner"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"Beer & Wine Only"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"http://saborsm.com/contact"	"mailto:saborsm@gmail.com"
"Saffron Grill"	"1279 Fulton StSan Francisco, CA 94117"	"(415) 567-5100"	"http://saffrongrillsf.com"	" Mon , 5:00 pm - 9:30 pm Tue , 11:00 am - 2:30 pm5:00 pm - 9:30 pm Wed , 11:00 am - 2:30 pm5:00 pm - 9:30 pm Thu , 11:00 am - 2:30 pm5:00 pm - 9:30 pm Fri , 11:00 am - 2:30 pm5:00 pm - 9:30 pm Sat , 11:00 am - 2:30 pm5:00 pm - 9:30 pm Sun , 11:00 am - 2:30 pm5:00 pm - 9:30 pm"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	NA	NA	NA	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Intimate"	"Average"	"Beer & Wine Only"	"No"	"No"	"No"	"Yes"	"Yes"	"Yes"	"http://saffrongrillsf.comcontact.html"	NA
"Saigon Sandwich"	"560 Larkin StSan Francisco, CA 94102"	"(415) 474-5698"	NA	" Mon , 7:00 am - 5:30 pm Tue , 7:00 am - 5:30 pm Wed , 7:00 am - 5:30 pm Thu , 7:00 am - 5:30 pm Fri , 7:00 am - 5:30 pm Sat , 7:00 am - 5:30 pm Sun , 7:00 am - 5:30 pm"	"No"	"No"	"Yes"	"No"	"No"	"No"	NA	"Lunch"	"Street"	"Yes"	"Yes"	"No"	"Casual"	"Casual"	"Average"	"No"	"No"	"No"	"No"	"Yes"	"No"	NA	NA	NA
"Sai Jai Thai Restaurant"	"771 O'Farrell StSan Francisco, CA 94109"	"(415) 673-5774"	"http://saijaithaisf.com"	" Mon , 11:00 am - 10:30 pm Tue , 11:00 am - 10:30 pm Wed , 11:00 am - 10:30 pm Thu , 11:00 am - 10:30 pm Fri , 11:00 am - 10:30 pm Sat , 11:00 am - 10:30 pm Sun , 11:00 am - 10:30 pm"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"No"	NA	"Lunch, Dinner"	"Street"	"Yes"	"Yes"	"Yes"	"Casual"	"Casual"	"Average"	"No"	"No"	"No"	"No"	"Yes"	"Yes"	"Yes"	"http://saijaithaisf.com/#contactus"	NA
